"STATISTIC","Statistic Label","TLIST(A1)","Year","C03788V04538","County","C02665V03225","NACE Rev 2 Economic Sector","UNIT","VALUE"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","M","Professional, scientific and technical activities (M)","Euro","42444"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","N","Administrative and support service activities (N)","Euro","26235"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","O","Public administration and defence; compulsory social security (O)","Euro","44887"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","P","Education (P)","Euro","48629"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Q","Human health and social work activities (Q)","Euro","33947"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y0900","Industry (B to E)","Euro","45726"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y3500","Financial, insurance and real estate activities (K,L)","Euro","41294"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","21753"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","-","All NACE economic sectors","Euro","34546"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","F","Construction (F)","Euro","35111"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26118"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","H","Transportation and storage (H)","Euro","31037"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","I","Accommodation and food service activities (I)","Euro","17305"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","J","Information and communication (J)","Euro","49324"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","M","Professional, scientific and technical activities (M)","Euro","39056"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","N","Administrative and support service activities (N)","Euro","25423"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","O","Public administration and defence; compulsory social security (O)","Euro","45277"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","P","Education (P)","Euro","45420"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Q","Human health and social work activities (Q)","Euro","32630"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y0900","Industry (B to E)","Euro","38414"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y3500","Financial, insurance and real estate activities (K,L)","Euro","39999"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","19941"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","-","All NACE economic sectors","Euro","37892"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","F","Construction (F)","Euro","36464"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","30137"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","H","Transportation and storage (H)","Euro","39804"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","I","Accommodation and food service activities (I)","Euro","18899"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","J","Information and communication (J)","Euro","56857"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","M","Professional, scientific and technical activities (M)","Euro","41246"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","N","Administrative and support service activities (N)","Euro","30570"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","O","Public administration and defence; compulsory social security (O)","Euro","49281"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","P","Education (P)","Euro","47330"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Q","Human health and social work activities (Q)","Euro","36532"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y0900","Industry (B to E)","Euro","43774"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y3500","Financial, insurance and real estate activities (K,L)","Euro","44472"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","24067"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","-","All NACE economic sectors","Euro","40486"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","F","Construction (F)","Euro","39302"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","30244"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","H","Transportation and storage (H)","Euro","39452"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","I","Accommodation and food service activities (I)","Euro","20455"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","J","Information and communication (J)","Euro","49293"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","M","Professional, scientific and technical activities (M)","Euro","42735"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","N","Administrative and support service activities (N)","Euro","34612"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","O","Public administration and defence; compulsory social security (O)","Euro","48792"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","P","Education (P)","Euro","48690"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Q","Human health and social work activities (Q)","Euro","36211"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y0900","Industry (B to E)","Euro","55622"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y3500","Financial, insurance and real estate activities (K,L)","Euro","43307"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","24196"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","-","All NACE economic sectors","Euro","35648"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","F","Construction (F)","Euro","34309"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24334"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","H","Transportation and storage (H)","Euro","31066"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","I","Accommodation and food service activities (I)","Euro","18640"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","J","Information and communication (J)","Euro","45108"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","M","Professional, scientific and technical activities (M)","Euro","32997"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","N","Administrative and support service activities (N)","Euro","30769"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","O","Public administration and defence; compulsory social security (O)","Euro","45782"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","P","Education (P)","Euro","49913"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Q","Human health and social work activities (Q)","Euro","33369"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y0900","Industry (B to E)","Euro","41385"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y3500","Financial, insurance and real estate activities (K,L)","Euro","45644"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","19796"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","-","All NACE economic sectors","Euro","38741"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","F","Construction (F)","Euro","36582"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28970"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","H","Transportation and storage (H)","Euro","38618"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","I","Accommodation and food service activities (I)","Euro","19648"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","J","Information and communication (J)","Euro","55814"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","M","Professional, scientific and technical activities (M)","Euro","40298"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","N","Administrative and support service activities (N)","Euro","35163"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","O","Public administration and defence; compulsory social security (O)","Euro","51402"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","P","Education (P)","Euro","46770"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Q","Human health and social work activities (Q)","Euro","36316"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y0900","Industry (B to E)","Euro","46931"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y3500","Financial, insurance and real estate activities (K,L)","Euro","45075"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","23473"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","-","All NACE economic sectors","Euro","43722"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","F","Construction (F)","Euro","40089"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","34988"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","H","Transportation and storage (H)","Euro","45646"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","I","Accommodation and food service activities (I)","Euro","22186"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","J","Information and communication (J)","Euro","69713"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","M","Professional, scientific and technical activities (M)","Euro","49595"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","N","Administrative and support service activities (N)","Euro","36913"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","O","Public administration and defence; compulsory social security (O)","Euro","52950"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","P","Education (P)","Euro","47545"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Q","Human health and social work activities (Q)","Euro","37587"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Y0900","Industry (B to E)","Euro","51689"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Y3500","Financial, insurance and real estate activities (K,L)","Euro","57867"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","27692"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","-","All NACE economic sectors","Euro","33303"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","F","Construction (F)","Euro","34332"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25098"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","H","Transportation and storage (H)","Euro","30995"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","I","Accommodation and food service activities (I)","Euro","19117"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","J","Information and communication (J)","Euro","45444"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","M","Professional, scientific and technical activities (M)","Euro","34459"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","N","Administrative and support service activities (N)","Euro","25249"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","O","Public administration and defence; compulsory social security (O)","Euro","46219"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","P","Education (P)","Euro","47661"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Q","Human health and social work activities (Q)","Euro","33691"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Y0900","Industry (B to E)","Euro","33641"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Y3500","Financial, insurance and real estate activities (K,L)","Euro","42180"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1445-13a3-e055-000000000001","Co. Monaghan","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","21333"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","-","All NACE economic sectors","Euro","35430"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","F","Construction (F)","Euro","35837"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25945"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","H","Transportation and storage (H)","Euro","33089"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","I","Accommodation and food service activities (I)","Euro","19449"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","J","Information and communication (J)","Euro","49558"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","M","Professional, scientific and technical activities (M)","Euro","44063"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","N","Administrative and support service activities (N)","Euro","26736"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","O","Public administration and defence; compulsory social security (O)","Euro","44163"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","P","Education (P)","Euro","49150"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Q","Human health and social work activities (Q)","Euro","34738"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Y0900","Industry (B to E)","Euro","41581"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Y3500","Financial, insurance and real estate activities (K,L)","Euro","40226"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","20791"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","-","All NACE economic sectors","Euro","36626"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","F","Construction (F)","Euro","36373"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28456"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","H","Transportation and storage (H)","Euro","34118"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","I","Accommodation and food service activities (I)","Euro","18166"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","J","Information and communication (J)","Euro","52905"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","M","Professional, scientific and technical activities (M)","Euro","40725"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","N","Administrative and support service activities (N)","Euro","29976"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","O","Public administration and defence; compulsory social security (O)","Euro","46802"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","P","Education (P)","Euro","45757"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Q","Human health and social work activities (Q)","Euro","36905"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Y0900","Industry (B to E)","Euro","40147"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Y3500","Financial, insurance and real estate activities (K,L)","Euro","43382"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","22342"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","-","All NACE economic sectors","Euro","36844"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","F","Construction (F)","Euro","34756"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28258"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","H","Transportation and storage (H)","Euro","35453"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","I","Accommodation and food service activities (I)","Euro","18188"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","J","Information and communication (J)","Euro","49853"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","M","Professional, scientific and technical activities (M)","Euro","43191"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","N","Administrative and support service activities (N)","Euro","30405"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","O","Public administration and defence; compulsory social security (O)","Euro","47695"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","P","Education (P)","Euro","49260"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Q","Human health and social work activities (Q)","Euro","33249"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Y0900","Industry (B to E)","Euro","41243"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Y3500","Financial, insurance and real estate activities (K,L)","Euro","40914"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","22219"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","-","All NACE economic sectors","Euro","37635"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","F","Construction (F)","Euro","34519"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26352"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","H","Transportation and storage (H)","Euro","34687"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","I","Accommodation and food service activities (I)","Euro","19681"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","J","Information and communication (J)","Euro","46167"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","M","Professional, scientific and technical activities (M)","Euro","38399"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","N","Administrative and support service activities (N)","Euro","29045"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","O","Public administration and defence; compulsory social security (O)","Euro","47155"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","P","Education (P)","Euro","50808"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Q","Human health and social work activities (Q)","Euro","39180"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y0900","Industry (B to E)","Euro","46316"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y3500","Financial, insurance and real estate activities (K,L)","Euro","38481"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","19503"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","-","All NACE economic sectors","Euro","37270"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","F","Construction (F)","Euro","37235"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","27409"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","H","Transportation and storage (H)","Euro","35065"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","I","Accommodation and food service activities (I)","Euro","17784"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","J","Information and communication (J)","Euro","49445"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","M","Professional, scientific and technical activities (M)","Euro","38265"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","N","Administrative and support service activities (N)","Euro","28800"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","O","Public administration and defence; compulsory social security (O)","Euro","46856"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","P","Education (P)","Euro","47583"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Q","Human health and social work activities (Q)","Euro","33972"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y0900","Industry (B to E)","Euro","45611"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y3500","Financial, insurance and real estate activities (K,L)","Euro","44551"
"DEA08C01","Mean Annual Earnings","2017","2017","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","23352"
