"STATISTIC","Statistic Label","TLIST(A1)","Year","C03788V04538","County","C02665V03225","NACE Rev 2 Economic Sector","UNIT","VALUE"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","F","Construction (F)","Euro","31724"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","21933"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","H","Transportation and storage (H)","Euro","30242"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","I","Accommodation and food service activities (I)","Euro","17783"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","J","Information and communication (J)","Euro","44224"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","M","Professional, scientific and technical activities (M)","Euro","29538"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","N","Administrative and support service activities (N)","Euro","24906"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","O","Public administration and defence; compulsory social security (O)","Euro","43757"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","P","Education (P)","Euro","49006"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Q","Human health and social work activities (Q)","Euro","29838"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y0900","Industry (B to E)","Euro","32313"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y3500","Financial, insurance and real estate activities (K,L)","Euro","36510"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","21775"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","-","All NACE economic sectors","Euro","27311"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","F","Construction (F)","Euro","24588"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","18007"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","H","Transportation and storage (H)","Euro","26892"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","I","Accommodation and food service activities (I)","Euro","13468"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","J","Information and communication (J)","Euro","36684"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","M","Professional, scientific and technical activities (M)","Euro","24000"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","N","Administrative and support service activities (N)","Euro","17431"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","O","Public administration and defence; compulsory social security (O)","Euro","41494"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","P","Education (P)","Euro","49647"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Q","Human health and social work activities (Q)","Euro","32803"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y0900","Industry (B to E)","Euro","25585"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y3500","Financial, insurance and real estate activities (K,L)","Euro","30490"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","15482"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","-","All NACE economic sectors","Euro","35825"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","F","Construction (F)","Euro","36742"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25013"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","H","Transportation and storage (H)","Euro","40515"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","I","Accommodation and food service activities (I)","Euro","19556"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","J","Information and communication (J)","Euro","51970"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","M","Professional, scientific and technical activities (M)","Euro","38358"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","N","Administrative and support service activities (N)","Euro","25119"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","O","Public administration and defence; compulsory social security (O)","Euro","47089"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","P","Education (P)","Euro","45608"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Q","Human health and social work activities (Q)","Euro","37203"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y0900","Industry (B to E)","Euro","41086"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y3500","Financial, insurance and real estate activities (K,L)","Euro","46545"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","24206"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","-","All NACE economic sectors","Euro","32330"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","F","Construction (F)","Euro","31437"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","22077"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","H","Transportation and storage (H)","Euro","32001"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","I","Accommodation and food service activities (I)","Euro","18943"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","J","Information and communication (J)","Euro","42126"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","M","Professional, scientific and technical activities (M)","Euro","33429"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","N","Administrative and support service activities (N)","Euro","23051"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","O","Public administration and defence; compulsory social security (O)","Euro","41145"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","P","Education (P)","Euro","48815"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Q","Human health and social work activities (Q)","Euro","35307"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Y0900","Industry (B to E)","Euro","34268"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Y3500","Financial, insurance and real estate activities (K,L)","Euro","36016"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1453-13a3-e055-000000000001","Co. Galway","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","20162"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","-","All NACE economic sectors","Euro","35733"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","F","Construction (F)","Euro","36400"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26471"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","H","Transportation and storage (H)","Euro","37265"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","I","Accommodation and food service activities (I)","Euro","18863"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","J","Information and communication (J)","Euro","53521"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","M","Professional, scientific and technical activities (M)","Euro","35967"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","N","Administrative and support service activities (N)","Euro","25685"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","O","Public administration and defence; compulsory social security (O)","Euro","47598"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","P","Education (P)","Euro","48009"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Q","Human health and social work activities (Q)","Euro","34677"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Y0900","Industry (B to E)","Euro","40447"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Y3500","Financial, insurance and real estate activities (K,L)","Euro","42280"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1455-13a3-e055-000000000001","Co. Kildare","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","23021"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","-","All NACE economic sectors","Euro","32016"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","F","Construction (F)","Euro","32943"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","22125"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","H","Transportation and storage (H)","Euro","29662"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","I","Accommodation and food service activities (I)","Euro","18108"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","J","Information and communication (J)","Euro","42371"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","M","Professional, scientific and technical activities (M)","Euro","28288"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","N","Administrative and support service activities (N)","Euro","22104"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","O","Public administration and defence; compulsory social security (O)","Euro","43554"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","P","Education (P)","Euro","47358"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Q","Human health and social work activities (Q)","Euro","33205"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Y0900","Industry (B to E)","Euro","39397"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Y3500","Financial, insurance and real estate activities (K,L)","Euro","35896"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1456-13a3-e055-000000000001","Co. Kilkenny","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","19747"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","-","All NACE economic sectors","Euro","29244"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","F","Construction (F)","Euro","29948"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","21501"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","H","Transportation and storage (H)","Euro","32595"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","I","Accommodation and food service activities (I)","Euro","18213"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","J","Information and communication (J)","Euro","39422"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","M","Professional, scientific and technical activities (M)","Euro","29801"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","N","Administrative and support service activities (N)","Euro","18028"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","O","Public administration and defence; compulsory social security (O)","Euro","41096"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","P","Education (P)","Euro","49254"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Q","Human health and social work activities (Q)","Euro","31186"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y0900","Industry (B to E)","Euro","37881"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y3500","Financial, insurance and real estate activities (K,L)","Euro","33907"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1454-13a3-e055-000000000001","Co. Kerry","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","18252"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","-","All NACE economic sectors","Euro","29178"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","F","Construction (F)","Euro","28160"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","19727"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","H","Transportation and storage (H)","Euro","27632"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","I","Accommodation and food service activities (I)","Euro","15949"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","J","Information and communication (J)","Euro","41067"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","M","Professional, scientific and technical activities (M)","Euro","25309"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","N","Administrative and support service activities (N)","Euro","18976"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","O","Public administration and defence; compulsory social security (O)","Euro","40590"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","P","Education (P)","Euro","45688"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Q","Human health and social work activities (Q)","Euro","29903"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y0900","Industry (B to E)","Euro","31067"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y3500","Financial, insurance and real estate activities (K,L)","Euro","32914"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1441-13a3-e055-000000000001","Co. Longford","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","18297"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","-","All NACE economic sectors","Euro","31081"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","F","Construction (F)","Euro","30594"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","21611"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","H","Transportation and storage (H)","Euro","38271"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","I","Accommodation and food service activities (I)","Euro","16715"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","J","Information and communication (J)","Euro","42774"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","M","Professional, scientific and technical activities (M)","Euro","31042"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","N","Administrative and support service activities (N)","Euro","23797"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","O","Public administration and defence; compulsory social security (O)","Euro","43235"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","P","Education (P)","Euro","47642"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Q","Human health and social work activities (Q)","Euro","34136"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y0900","Industry (B to E)","Euro","34485"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y3500","Financial, insurance and real estate activities (K,L)","Euro","37969"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1442-13a3-e055-000000000001","Co. Louth","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","18785"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","-","All NACE economic sectors","Euro","32174"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","F","Construction (F)","Euro","34377"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","22931"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","H","Transportation and storage (H)","Euro","34743"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","I","Accommodation and food service activities (I)","Euro","18304"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","J","Information and communication (J)","Euro","37500"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","M","Professional, scientific and technical activities (M)","Euro","32458"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","N","Administrative and support service activities (N)","Euro","23296"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","O","Public administration and defence; compulsory social security (O)","Euro","44259"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","P","Education (P)","Euro","47874"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Q","Human health and social work activities (Q)","Euro","32664"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y0900","Industry (B to E)","Euro","41221"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y3500","Financial, insurance and real estate activities (K,L)","Euro","36448"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1440-13a3-e055-000000000001","Co. Limerick","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","18076"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","-","All NACE economic sectors","Euro","31443"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","F","Construction (F)","Euro","30996"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","18668"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","H","Transportation and storage (H)","Euro","33228"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","I","Accommodation and food service activities (I)","Euro","17027"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","J","Information and communication (J)","Euro","40117"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","M","Professional, scientific and technical activities (M)","Euro","24333"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","N","Administrative and support service activities (N)","Euro","21676"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","O","Public administration and defence; compulsory social security (O)","Euro","41286"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","P","Education (P)","Euro","48853"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Q","Human health and social work activities (Q)","Euro","32739"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y0900","Industry (B to E)","Euro","32762"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y3500","Financial, insurance and real estate activities (K,L)","Euro","33531"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143f-13a3-e055-000000000001","Co. Leitrim","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","17848"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","-","All NACE economic sectors","Euro","33532"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","F","Construction (F)","Euro","31852"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","22763"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","H","Transportation and storage (H)","Euro","37548"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","I","Accommodation and food service activities (I)","Euro","16784"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","J","Information and communication (J)","Euro","45029"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","M","Professional, scientific and technical activities (M)","Euro","29816"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","N","Administrative and support service activities (N)","Euro","26072"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","O","Public administration and defence; compulsory social security (O)","Euro","46146"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","P","Education (P)","Euro","45982"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Q","Human health and social work activities (Q)","Euro","35480"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y0900","Industry (B to E)","Euro","36731"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y3500","Financial, insurance and real estate activities (K,L)","Euro","34841"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-143e-13a3-e055-000000000001","Co. Laois","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","20031"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","-","All NACE economic sectors","Euro","34996"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","F","Construction (F)","Euro","34838"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24777"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","H","Transportation and storage (H)","Euro","39184"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","I","Accommodation and food service activities (I)","Euro","18106"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","J","Information and communication (J)","Euro","51600"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","M","Professional, scientific and technical activities (M)","Euro","34420"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","N","Administrative and support service activities (N)","Euro","27173"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","O","Public administration and defence; compulsory social security (O)","Euro","46821"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","P","Education (P)","Euro","46501"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Q","Human health and social work activities (Q)","Euro","34490"
"DEA08C02","Median Annual Earnings","2011","2011","2ae19629-1444-13a3-e055-000000000001","Co. Meath","Y0900","Industry (B to E)","Euro","39382"
